num_gab,year,week,week_start,week_end,total_montant,total_nombre,lib_gab,agence,region,ds,y
1600528,2025,3,2025-01-13,2025-01-19,687499.2429873641,975.7286349305252,Site_21,Agence_21,Region_1,2025-01-13,851500.0
1600528,2025,4,2025-01-20,2025-01-26,905471.8145462034,1109.42082762263,Site_22,Agence_22,Region_2,2025-01-20,1084600.0
1600528,2025,5,2025-01-27,2025-02-02,1576329.8220124762,1884.3343228216138,Site_23,Agence_23,Region_3,2025-01-27,1938900.0
1600528,2025,6,2025-02-03,2025-02-09,871520.8908667724,1085.8724692220544,Site_24,Agence_24,Region_4,2025-02-03,1087800.0
1600528,2025,7,2025-02-10,2025-02-16,1371983.875569598,1485.496881253547,Site_25,Agence_25,Region_5,2025-02-10,1310600.0
1600528,2025,8,2025-02-17,2025-02-23,1608933.109736275,1331.523439397687,Site_26,Agence_26,Region_6,2025-02-17,1391800.0
1600528,2025,9,2025-02-24,2025-03-02,1236199.552905851,1230.2212771757124,Site_27,Agence_27,Region_7,2025-02-24,1095293.3333333333
1600528,2025,10,2025-03-03,2025-03-09,1319997.2010321978,1239.6490679826545,Site_28,Agence_28,Region_8,2025-03-03,1360500.0
1600528,2025,11,2025-03-10,2025-03-16,691741.0205551784,648.5232837919681,Site_29,Agence_29,Region_9,2025-03-10,602100.0
1600528,2025,12,2025-03-17,2025-03-23,938729.2863670171,1021.7808601853613,Site_30,Agence_30,Region_10,2025-03-17,932600.0
1600528,2025,13,2025-03-24,2025-03-30,937580.4990392802,1210.08591380865,Site_31,Agence_31,Region_11,2025-03-24,1095293.3333333333
1600528,2025,14,2025-03-31,2025-04-06,1217554.1590974855,1325.0626978162047,Site_32,Agence_32,Region_12,2025-03-31,1244300.0
1600528,2025,15,2025-04-07,2025-04-13,701255.2940244414,1096.0063527715154,Site_33,Agence_33,Region_1,2025-04-07,849100.0
1600528,2025,16,2025-04-14,2025-04-20,984921.1101587656,1114.198069059743,Site_34,Agence_34,Region_2,2025-04-14,1058400.0
1600528,2025,17,2025-04-21,2025-04-27,837994.2128050409,997.0297297752351,Site_35,Agence_35,Region_3,2025-04-21,1035900.0
1600586,2023,1,2023-01-02,2023-01-08,2140340.3446508064,2393.47577030849,Site_36,Agence_36,Region_4,2023-01-02,2004305.0
1600586,2023,2,2023-01-09,2023-01-15,2344530.792884034,1647.8555299136647,Site_37,Agence_37,Region_5,2023-01-09,2227637.4468085105
1600586,2023,3,2023-01-16,2023-01-22,1666166.2776087555,2436.2926393792604,Site_38,Agence_38,Region_6,2023-01-16,1697550.0
1600586,2023,4,2023-01-23,2023-01-29,2184479.749320452,2473.944062024175,Site_39,Agence_39,Region_7,2023-01-23,1928635.0
1600586,2023,5,2023-01-30,2023-02-05,3201645.2146442565,3418.3132734359524,Site_40,Agence_40,Region_8,2023-01-30,3106160.0
1600586,2023,6,2023-02-06,2023-02-12,1748071.4406864464,2270.8841875551843,Site_41,Agence_41,Region_9,2023-02-06,1685165.0
1600586,2023,7,2023-02-13,2023-02-19,1652640.4735192105,2475.4266489358215,Site_42,Agence_42,Region_10,2023-02-13,1543275.0
1600586,2023,8,2023-02-20,2023-02-26,2615556.08275637,3294.991091100294,Site_43,Agence_43,Region_11,2023-02-20,2345640.0
1600586,2023,9,2023-02-27,2023-03-05,1819001.6477961126,3772.073980993918,Site_44,Agence_44,Region_12,2023-02-27,2227637.4468085105
1600586,2023,10,2023-03-06,2023-03-12,2338225.733017471,3747.2458499863887,Site_45,Agence_45,Region_1,2023-03-06,2391790.0
1600586,2023,11,2023-03-13,2023-03-19,2659021.1103210486,3481.412165615217,Site_46,Agence_46,Region_2,2023-03-13,2281985.0
1600586,2023,12,2023-03-20,2023-03-26,2340940.5597266993,3147.97237803582,Site_47,Agence_47,Region_3,2023-03-20,2149075.0
1600586,2023,13,2023-03-27,2023-04-02,2338103.373512143,2358.318461569323,Site_48,Agence_48,Region_4,2023-03-27,2104740.0
1600586,2023,14,2023-04-03,2023-04-09,2762274.657239223,2986.087220819876,Site_49,Agence_49,Region_5,2023-04-03,2326535.0
1600586,2023,15,2023-04-10,2023-04-16,1632753.7052861478,2883.2126721555946,Site_50,Agence_50,Region_6,2023-04-10,1746580.0
1600586,2023,16,2023-04-17,2023-04-23,2211512.7286424483,2853.5617274181577,Site_1,Agence_51,Region_7,2023-04-17,2090165.0
